Year,Competition,0,1,2,3,4,5,6,7,8
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Edward Gray,Meriden,U18,274.0,283.0,557,29.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Jeff Smith,Cody,,272.0,274.0,546,30.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Robert G Caldeira-Hankey,Cody,,267.0,273.0,540,20.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,,259.0,251.0,510,15.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Chris Jordan,South Bucks,50+,249.0,261.0,510,13.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,250.0,259.0,509,12.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Andrew Edwards,Compton,50+,258.0,247.0,505,15.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Malcolm Rajapandian,Royal Richmond,50+,242.0,258.0,500,9.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,247.0,247.0,494,10.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Michael Burns,Wallingford,,236.0,246.0,482,9.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,239.0,242.0,481,12.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Lee Hayes,Wallingford,,251.0,229.0,480,9.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Andy Buchan,Wallingford,,235.0,244.0,479,8.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Jeremy Lui,Wallingford,U16,242.0,231.0,473,11.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,224.0,239.0,463,10.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,226.0,225.0,451,9.0
2024,Wallingford IS 4 2024,WA 18m,Recurve Men,Barry Miller,Cody,50+,210.0,229.0,439,6.0
