Year,Competition,0,1,2,3,4,5,6,7,8
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Antony Wood,Oxford,,292.0,294.0,586,47.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Robert G Caldeira-Hankey,Cody,,282.0,288.0,570,33.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Edward Gray,Meriden,U18,279.0,281.0,560,29.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Jeff Smith,Cody,,270.0,264.0,534,24.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,259.0,260.0,519,14.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Lee Hayes,Wallingford,,255.0,249.0,504,13.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,246.0,257.0,503,13.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,John Crook,Royal Richmond,,253.0,250.0,503,10.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Andrew Edwards,Compton,,254.0,247.0,501,15.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Andy Buchan,Wallingford,,252.0,246.0,498,11.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,244.0,247.0,491,11.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,,240.0,241.0,481,9.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,230.0,235.0,465,6.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Barry Miller,Cody,50+,227.0,227.0,454,5.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Jeremy Lui,Wallingford,U15,231.0,221.0,452,8.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Michael Burns,Wallingford,,195.0,217.0,412,2.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,163.0,214.0,377,5.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Martin Wood,Holt Woodland,,187.0,169.0,356,2.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Men,Richard Marston,Compton,50+,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Emma Cully,Southampton,,266.0,267.0,533,18.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,265.0,246.0,511,17.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Erin King,Wallingford,U21,241.0,252.0,493,10.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,235.0,250.0,485,6.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Rebecca Edwards,Southampton,,220.0,244.0,464,10.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U15,230.0,229.0,459,8.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,,221.0,207.0,428,10.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Nicole Magnus,Cody,,181.0,191.0,372,7.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Isabelle Mason,Clophill,U14,165.0,203.0,368,3.0
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Kelly Stemp,Cody,,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Recurve Women,Rachel Pollard,Wallingford,,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,284.0,284.0,568,28.0
2023,Wallingford IS 1 2023,WA 18m,Compound Men,Jose Goncalves,AGB,,271.0,268.0,539,10.0
2023,Wallingford IS 1 2023,WA 18m,Compound Men,Chris Wood,Wallingford,,273.0,259.0,532,9.0
2023,Wallingford IS 1 2023,WA 18m,Compound Men,Ray Park,Wallingford,,266.0,261.0,527,10.0
2023,Wallingford IS 1 2023,WA 18m,Compound Men,Steve Griffiths,Medway,,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Mia McGuane,Sittingbourne,U18,289.0,288.0,577,37.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Victoria Loader,AC Delco,,285.0,282.0,567,27.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Donna Mills,Rivernook,,274.0,273.0,547,12.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Emma Edwards,Southampton,,268.0,269.0,537,8.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Nicola Wood,Wallingford,,260.0,271.0,531,7.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U18,235.0,224.0,459,1.0
2023,Wallingford IS 1 2023,WA 18m,Compound Women,Hannah Brown,Medway,,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Barebow Men,Oliver Hicks,Warfield,U18,281.0,274.0,555,26.0
2023,Wallingford IS 1 2023,WA 18m,Barebow Men,Robert Edwards,South Oxon,,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Barebow Men,Joshua Shields,Compton,U18,,,DNS,
2023,Wallingford IS 1 2023,WA 18m,Barebow Women,Bronwen Colegate,Guildford,,196.0,205.0,401,3.0
