Year,Competition,0,1,2,3,4,5,6,7,8,9
2015,OUIT 2015,Portsmouth,Recurve Men,Ioannis Chrisinas,Oxford,,286.0,294.0,580,60,40.0
2015,OUIT 2015,Portsmouth,Recurve Men,Huw Jones,St Kingsmark,,290.0,290.0,580,60,40.0
2015,OUIT 2015,Portsmouth,Recurve Men,Huw Jones,St Kingsmark,,291.0,288.0,579,60,41.0
2015,OUIT 2015,Portsmouth,Recurve Men,Ioannis Chrisinas,Oxford,,286.0,281.0,567,60,32.0
2015,OUIT 2015,Portsmouth,Recurve Men,Ciprian Zahan,Oxford Uni,,287.0,278.0,565,60,31.0
2015,OUIT 2015,Portsmouth,Recurve Men,Sherman Ip,London Uni,,286.0,279.0,565,60,30.0
2015,OUIT 2015,Portsmouth,Recurve Men,Jeremy Beesley,Banbury Cross,,286.0,279.0,565,60,30.0
2015,OUIT 2015,Portsmouth,Recurve Men,Jorge Lindley,Warwick Uni,,286.0,277.0,563,60,33.0
2015,OUIT 2015,Portsmouth,Recurve Men,Ray Park,Oxford,,277.0,285.0,562,60,29.0
2015,OUIT 2015,Portsmouth,Recurve Men,Jorge Lindley,Warwick Uni,,280.0,281.0,561,60,28.0
2015,OUIT 2015,Portsmouth,Recurve Men,Bilaal Mohammad,Warfield,,280.0,280.0,560,60,29.0
2015,OUIT 2015,Portsmouth,Recurve Men,David Williams,Southampton Uni,,279.0,279.0,558,60,30.0
2015,OUIT 2015,Portsmouth,Recurve Men,Paul Davis,Westcott,,280.0,273.0,553,60,24.0
2015,OUIT 2015,Portsmouth,Recurve Men,Ray Park,Oxford,,276.0,275.0,551,60,31.0
2015,OUIT 2015,Portsmouth,Recurve Men,James Jeffs,Warwick Uni,,270.0,280.0,550,60,24.0
2015,OUIT 2015,Portsmouth,Recurve Men,Luke Rieman,Warwick Uni,,274.0,275.0,549,60,26.0
2015,OUIT 2015,Portsmouth,Recurve Men,James Jeffs,Warwick Uni,,274.0,268.0,542,60,22.0
2015,OUIT 2015,Portsmouth,Recurve Men,Dominic Collis,London Uni,,273.0,269.0,542,60,21.0
2015,OUIT 2015,Portsmouth,Recurve Men,Lifei Zhang,London Uni,,262.0,279.0,541,59,26.0
