Year,Competition,0,1,2,3,4,5,6,7,8
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,George Arthur,Warfield,,270.0,285.0,555,32.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Nick Hunter,Silver Arrow,50+,282.0,268.0,550,22.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Michael Burns,Wallingford,,270.0,272.0,542,19.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Richard Carpenter,Cody,,266.0,269.0,535,21.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,272.0,258.0,530,21.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,260.0,267.0,527,17.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Andy Buchan,Wallingford,,268.0,256.0,524,16.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,254.0,261.0,515,14.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Jozsef Sutyor (Snr),Woking,,256.0,257.0,513,11.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Phil Wortley,Wallingford,,253.0,256.0,509,13.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,253.0,245.0,498,10.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,240.0,251.0,491,12.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,247.0,244.0,491,12.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Ren McBain,Wallingford,,231.0,260.0,491,10.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,244.0,246.0,490,10.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,229.0,258.0,487,12.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Jozsef Sutyor,Woking,U16,246.0,240.0,486,8.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Keith Swanepoel,Warfield,50+,249.0,230.0,479,8.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Joel Nichols,Wallingford,U15,233.0,213.0,446,10.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Barry Miller,Cody,50+,232.0,210.0,442,10.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Alec Bowling,Wallingford,U15,223.0,213.0,436,6.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Christopher Twin,Cody,,215.0,203.0,418,6.0
2026,Wallingford IS 6 2026,WA 18m,Recurve Men,Mindaugas Sakalauskas,Howard,,209.0,201.0,410,7.0
