Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Tom Hall,Meriden,,288.0,289.0,577,42.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Antony Wood,Oxford,,282.0,288.0,570,32.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Mindaugas Sakalauskas,Oakfield,,276.0,257.0,533,24.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,272.0,261.0,533,19.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Nick Hunter,Harrow,50+,261.0,270.0,531,17.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Samuel Walby,Warfield,,262.0,262.0,524,16.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Andy Buchan,Wallingford,,264.0,258.0,522,17.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,257.0,260.0,517,15.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,264.0,251.0,515,13.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,258.0,254.0,512,17.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,262.0,250.0,512,14.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,261.0,247.0,508,12.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Michael Burns,Wallingford,,243.0,248.0,491,7.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,,233.0,253.0,486,14.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Phil Wortley,Wallingford,,239.0,245.0,484,8.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Barry Miller,Cody,50+,243.0,236.0,479,11.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,,225.0,253.0,478,8.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Keith Swanepoel,Warfield,50+,237.0,239.0,476,8.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,232.0,240.0,472,11.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,234.0,233.0,467,5.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Robert W Caldeira-Hankey,Cody,50+,230.0,234.0,464,7.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,John Kelly,Warfield,50+,222.0,219.0,441,7.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Fran Dropik,Warfield,,209.0,181.0,390,4.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,James Atkins,Southampton,,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Recurve Men,Mark Prewett,Great Rissington,,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Imogen Sullivan-Bell,Archways,,283.0,291.0,574,38.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,270.0,277.0,547,22.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Sylwia Radomska,Harrow,,278.0,267.0,545,18.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Erin King,Wallingford,U21,274.0,267.0,541,18.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,268.0,269.0,537,18.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Natalia Radomska,Harrow,U18,263.0,267.0,530,16.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,258.0,262.0,520,14.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,257.0,255.0,512,13.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Julianna Ostrovska,Laleham,,276.0,218.0,494,16.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U16,244.0,245.0,489,13.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U18,249.0,240.0,489,11.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U15,232.0,239.0,471,4.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,227.0,236.0,463,7.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Isobel Searing,Buscot Park,,230.0,231.0,461,1.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,,243.0,216.0,459,8.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,217.0,236.0,453,7.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Rachel Pollard,Wallingford,50+,195.0,198.0,393,5.0
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Zainab Master,Oakfield,,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Recurve Women,Freya Miller,Cody,U18,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,287.0,283.0,570,31.0
2025,Wallingford IS 5 2025,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,281.0,278.0,559,22.0
2025,Wallingford IS 5 2025,WA 18m,Compound Men,Matthew Collins,Brixham,,276.0,276.0,552,15.0
2025,Wallingford IS 5 2025,WA 18m,Compound Men,Marc Christian,Laleham,50+,266.0,278.0,544,11.0
2025,Wallingford IS 5 2025,WA 18m,Compound Men,Luke Christian,Laleham,U15,235.0,231.0,466,2.0
2025,Wallingford IS 5 2025,WA 18m,Compound Men,James Clifton,Deer Park,,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Longbow Men,Rick Murray,Laleham,50+,137.0,127.0,264,0.0
2025,Wallingford IS 5 2025,WA 18m,Barebow Men,Robert Edwards,South Oxon,,258.0,260.0,518,13.0
2025,Wallingford IS 5 2025,WA 18m,Barebow Men,Steve Morgan,Wallingford,50+,249.0,245.0,494,12.0
2025,Wallingford IS 5 2025,WA 18m,Barebow Men,Matt Carstensen,Canford Magna,50+,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Barebow Women,Teresa Shelly,Hardy,50+,224.0,226.0,450,5.0
2025,Wallingford IS 5 2025,WA 18m,Barebow Women,Nadine Parker,Laleham,50+,200.0,216.0,416,7.0
2025,Wallingford IS 5 2025,WA 18m,Barebow Women,Lindsay Lewis,Canford Magna,,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Barebow Women,Adriana Jones,Stratford,U16,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Barebow Women,Heidi Lewis,Canford Magna,U15,,,DNS,
2025,Wallingford IS 5 2025,WA 18m,Compound Women,Ella Gibson,Deer Park (Guest),,295.0,299.0,594,54.0
2025,Wallingford IS 5 2025,WA 18m,Compound Women,Donna Mills,Rivernook,,268.0,266.0,534,10.0
2025,Wallingford IS 5 2025,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,256.0,258.0,514,3.0
2025,Wallingford IS 5 2025,WA 18m,Compound Women,Victoria Loader,AC Delco,,,,DNS,
