Year,Competition,0,1,2,3,4,5,6,7,8
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Antony Wood,Oxford,,283.0,279.0,562,29.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Jeff Smith,Cody,,268.0,273.0,541,22.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Robert G Caldeira-Hankey,Cody,,274.0,267.0,541,22.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,269.0,256.0,525,12.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Sathish Kumar Kannan,Newport Pagnell,,258.0,260.0,518,13.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Chris Jordan,South Bucks,50+,257.0,251.0,508,11.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,253.0,253.0,506,13.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,246.0,245.0,491,10.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,244.0,243.0,487,13.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,242.0,242.0,484,7.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Andrew Edwards,Compton,50+,245.0,232.0,477,11.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Andy Buchan,Wallingford,,230.0,238.0,468,4.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Lee Hayes,Wallingford,,234.0,225.0,459,8.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Michael Burns,Wallingford,,216.0,230.0,446,10.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Fran Dropik,Warfield,,176.0,110.0,286,3.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Men,Martin Wood,Holt Woodland,,92.0,166.0,258,2.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Imogen Sullivan-Bell,Archways,,288.0,280.0,568,34.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,273.0,276.0,549,18.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Rebecca Edwards,Southampton,,273.0,261.0,534,18.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U16,253.0,262.0,515,15.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Emma Cully,Southampton,,255.0,249.0,504,11.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U16,252.0,250.0,502,8.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,252.0,233.0,485,6.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Alethea Russell,Wallingford,,247.0,236.0,483,7.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Erin King,Wallingford,U21,239.0,237.0,476,8.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U16,229.0,233.0,462,8.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Juliet Malbon,Southampton,U21,218.0,240.0,458,6.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,,217.0,210.0,427,3.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U14,168.0,196.0,364,2.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Rachel Pollard,Wallingford,,157.0,166.0,323,2.0
2024,Wallingford IS 5 2024,WA 18m,Recurve Women,Kelly Stemp,Cody,,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Compound Men,Jacek Pedziwiatr,AGB,,278.0,286.0,564,25.0
2024,Wallingford IS 5 2024,WA 18m,Compound Men,Ray Park,Wallingford,50+,276.0,272.0,548,15.0
2024,Wallingford IS 5 2024,WA 18m,Compound Men,Jose Goncalves,AGB,,266.0,261.0,527,9.0
2024,Wallingford IS 5 2024,WA 18m,Compound Men,Steve Griffiths,Medway,,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Compound Men,Jamie Mackrill,Medway,,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Barebow Men,Robert Edwards,South Oxon,,251.0,231.0,482,11.0
2024,Wallingford IS 5 2024,WA 18m,Barebow Men,Steve Morgan,Wallingford,50+,245.0,222.0,467,7.0
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Donna Mills,Rivernook,,277.0,272.0,549,17.0
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Emma Edwards,Southampton,,267.0,261.0,528,8.0
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Carol Greenhalgh,Chiltern,,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Hannah Brown,Medway,,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Mia McGuane,Sittingbourne,U21,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Compound Women,Victoria Loader,AC Delco,U18,,,DNS,
2024,Wallingford IS 5 2024,WA 18m,Barebow Women,Bronwen Colegate,Guildford,,238.0,243.0,481,11.0
2024,Wallingford IS 5 2024,WA 18m,Barebow Women,Emily Summers,Deer Park,U21,222.0,216.0,438,7.0
