Year,Competition,0,1,2,3,4,5,6,7
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Patrick Huston,East Belfast,0,0,583,44
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Tom Hall,Warwick Uni,0,0,570,33
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Jack Masefield,Derby Uni,0,0,558,31
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,James Jeffs,Warwick Uni,0,0,554,25
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Colin Geenes,Meriden,0,0,552,29
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Munir Suleman,Birmingham Uni,0,0,527,19
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Christopher Avins,Birmingham Uni,0,0,525,15
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Julian Poole,Leek,0,0,522,19
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Kelvin Wilson,Pastures,0,0,514,15
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Sam Rees,Birmingham Uni,0,0,513,11
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Steve Huff,St Sebastian,0,0,505,13
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Craig Bowley,Sherwood,0,0,494,10
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Peter Botchett,St Sebastian,0,0,491,5
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Francis Berti,Birmingham Uni,0,0,485,10
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Neil Murray,Meriden,0,0,484,11
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Craig Devonport,Warwick Uni,0,0,483,6
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Michael Brown,Aequus,0,0,479,8
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Nathanial Ablard,Burton Bridge,0,0,466,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Stewart Dyke,Burton Bridge,0,0,452,7
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Matthew Stace,Warwick Uni,0,0,448,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Darron Rose,Burton Bridge,0,0,439,10
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Steve Croston,Burton Bridge,0,0,437,8
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Roger Kent,Burton Bridge,0,0,433,5
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Chris Bird,St Sebastian,0,0,423,5
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Tom Currall,Rickmansworth,0,0,414,10
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,David Jennings,Birmingham Uni,0,0,409,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Terence J Joyce,Burton Bridge,0,0,404,19
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,Neil Taylor,B of the Peak,0,0,383,5
2015,Derby Uni WA18 2015,WA 18m,Recurve Men,David Richardson,Warwick Uni,0,0,260,5
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Pip Taylor,Lichfield,0,0,552,21
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Verity Gray,Meriden,0,0,539,25
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Rebekah Tipping,Birmingham Uni,0,0,535,22
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Anne Smith,The Foxes,0,0,529,46
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Alison Page,Derby AC,0,0,504,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Catherine Jackson,Birmingham Uni,0,0,501,7
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Laura Evans,Burton Bridge,0,0,494,14
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Sophie Goodwin,Nottingham Uni,0,0,491,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Elizabeth Elmer,Nottingham Uni,0,0,487,12
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Elisa Gradwohl,Nottingham Uni,0,0,463,9
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Kay Charlton,Aequus,0,0,458,12
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Carys Evans,Warwick Uni,0,0,414,6
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Hannah Burnage,Nottingham Uni,0,0,314,0
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Alison Dyke,Burton Bridge,0,0,267,3
2015,Derby Uni WA18 2015,WA 18m,Recurve Women,Kath Ferns,Leek,0,0,185,1
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Adam Ravenscroft,Bowflights,0,0,587,47
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Carl Richards,Meriden,0,0,586,46
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Simon Scott,Derwent,0,0,585,45
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Alistair Whittingham,Edinburgh Uni,0,0,578,38
2015,Derby Uni WA18 2015,WA 18m,Compound Men,David Bramley,Derwent,0,0,575,35
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Thomas Taylor,Norton,0,0,573,33
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Partick Huston,East Belfast,0,0,570,33
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Alex Holmes,Derwent,0,0,566,26
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Shaun Rhodes,Dunstable,0,0,565,25
2015,Derby Uni WA18 2015,WA 18m,Compound Men,John Stubbs,Royal Richmond,0,0,562,24
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Will Davis,Derby Uni,0,0,559,18
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Luke Wiseman,Edinburgh Uni,0,0,557,19
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Stephen Colledge,Ivanhoe,0,0,552,19
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Chris Taylor,Lichfield,0,0,552,14
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Bilaal Mohammad,Warfield,0,0,546,16
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Ian Chambers,Melton Mowbray,0,0,543,13
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Samuel Giles,Nottingham Uni,0,0,528,10
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Andrew Whitby,Ivanhoe,0,0,524,10
2015,Derby Uni WA18 2015,WA 18m,Compound Men,John Phillips,Aequus,0,0,487,5
2015,Derby Uni WA18 2015,WA 18m,Compound Men,Martin Fitzer,Ivanhoe,0,0,437,4
2015,Derby Uni WA18 2015,WA 18m,Compound Women,Hope Greenwood,Edinburgh Uni,0,0,566,26
2015,Derby Uni WA18 2015,WA 18m,Compound Women,Rebecca Blewett,Nottingham Uni,0,0,554,16
2015,Derby Uni WA18 2015,WA 18m,Compound Women,Jodie Grinham,AGB,0,0,550,16
2015,Derby Uni WA18 2015,WA 18m,Longbow Men,Mark Livesey,Chesterfield,0,0,310,6
2015,Derby Uni WA18 2015,WA 18m,Longbow Men,Steve Goodwin,St Sebastian,0,0,145,0
2015,Derby Uni WA18 2015,WA 18m,Longbow Women,Donna Dobson,Chesterfield,0,0,213,1
2015,Derby Uni WA18 2015,WA 18m,Barebow Men,Andrew Horobin,Derwent,0,0,455,5
2015,Derby Uni WA18 2015,WA 18m,Barebow Men,Nigel Evans,Burton Bridge,0,0,377,4
2015,Derby Uni WA18 2015,WA 18m,Barebow Women,Jeanette Bramley,Derwent,0,0,403,4
2015,Derby Uni WA18 2015,WA 18m,Recurve U18 Men,Struan Caughey,Forres,0,0,550,28
2015,Derby Uni WA18 2015,WA 18m,Recurve U18 Men,Daniel Hodson Walker,Burton Bridge,0,0,449,8
2015,Derby Uni WA18 2015,WA 18m,Recurve U18 Women,Lauryn Jewkes,Derby AC,0,0,474,6
2015,Derby Uni WA18 2015,WA 18m,Compound U18 Women,Sarah Moon,Burton Bridge,0,0,543,12
2015,Derby Uni WA18 2015,WA 18m,Recurve U16 Men,Matthew Barker,Burton Bridge,0,0,347,2
2015,Derby Uni WA18 2015,WA 18m,Compound U16 Men,Zachary Ball,AGB,0,0,444,11
2015,Derby Uni WA18 2015,WA 18m,Compound U16 Women,Hollie Smith,Derwent,0,0,560,22
2015,Derby Uni WA18 2015,WA 18m,Compound U14 Men,David Taylor,Lichfield,0,0,554,19
2015,Derby Uni WA18 2015,WA 18m,Compound U14 Women,Jenny Bryan,Bramcote AC,0,0,472,6
