Year,Competition,0,1,2,3,4,5,6,7
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Ashe Morgan,Birmingham Uni,291.0,291.0,582,42.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Francis Berti,Birmingham Uni,288.0,290.0,578,39.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jack Masefield,Derby Uni,286.0,287.0,573,37.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Tom Hall,Warwick Uni,292.0,277.0,569,39.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Arthur Coveney,Loughborough Uni,281.0,282.0,563,31.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Sherman Ip,Warwick Uni,281.0,281.0,562,27.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Christopher Avins,Birmingham Uni,279.0,277.0,556,29.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Guy Matzkin,Edinburgh Uni,277.0,277.0,554,25.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Rob Littlechild,Cambridge Uni,277.0,276.0,553,25.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Vlado Hurban,Edinburgh Uni,277.0,275.0,552,20.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Tom Wilson,Lancaster Uni,271.0,278.0,549,24.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Rob Gray,Nottingham Trent Uni,278.0,269.0,547,28.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,James Jeffs,Warwick Uni,271.0,275.0,546,22.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Hugh Pearce,Bath Uni,273.0,269.0,542,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Ben Trudgill,Exeter Uni,263.0,277.0,540,24.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Sharpe,Surrey Uni,278.0,258.0,536,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Dominic Collis,London Uni,261.0,275.0,536,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Roy Hotrabhvanon,Edinburgh Uni,261.0,274.0,535,19.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Leo Thompson,Loughborough Uni,263.0,271.0,534,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Alec Hodgkinson,Cardiff Met,268.0,266.0,534,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Phil Middleton,Nottingham Uni,265.0,267.0,532,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jordan Wilson,Aberdeen Uni,266.0,262.0,528,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Dave Jenner,Swansea Uni,257.0,271.0,528,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Gardiner,Bradford Uni,258.0,270.0,528,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Richard Hwarn Yip Yim,London Uni,263.0,265.0,528,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Tom Braxton,Cardiff Uni,262.0,265.0,527,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Adam Wozencroft,Loughborough Uni,250.0,275.0,525,21.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Simon Eberz,Oxford Uni,261.0,261.0,522,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Adam Peers,Loughborough Uni,261.0,260.0,521,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Nick Wilson,Southampton Uni,260.0,260.0,520,17.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Harry Lakhiani,Swansea Uni,270.0,250.0,520,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matt Critcher,Nottingham Trent Uni,262.0,257.0,519,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jack Wells,Sheffield Uni,266.0,253.0,519,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Russell Foo Chuan Wen,Imperial,255.0,263.0,518,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Stuart MacFarquhar,Southampton Uni,252.0,265.0,517,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Andreas Nicolaou,Napier Uni,257.0,259.0,516,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Hill,Portsmouth Uni,257.0,258.0,515,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jamal Rahman,Birmingham Uni,258.0,256.0,514,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Stace,Warwick Uni,258.0,256.0,514,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Isaac Ridgley,Cardiff Uni,269.0,242.0,511,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Craig Devonport,Warwick Uni,251.0,259.0,510,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Douglas Jardine,Borders College,254.0,254.0,508,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Harry Williams,Reading Uni,256.0,250.0,506,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Gavin Tsang,Swansea Uni,238.0,265.0,503,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Ollie Hurdle,Nottingham Trent Uni,254.0,249.0,503,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Harry Taylor,Nottingham Trent Uni,257.0,245.0,502,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Luc Cook,Leicester Uni,233.0,267.0,500,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Max Weston,Coventry Uni,270.0,228.0,498,17.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Werner Guevara,Cambridge Uni,252.0,246.0,498,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jamie Goodliffe,Nottingham Uni,244.0,246.0,490,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Christopher Wright,Keele Uni,237.0,253.0,490,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,James Atkinson,Aberystwyth Uni,249.0,240.0,489,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jamie Warner,Coventry Uni,235.0,251.0,486,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Mawhinny,Napier Uni,255.0,231.0,486,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Josh Croall,Edinburgh Uni,241.0,242.0,483,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Joseph Tripp,Plymouth Uni,251.0,230.0,481,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Adam Sartain,Nottingham Uni,231.0,248.0,479,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Rogan Thomson,Dundee Uni,232.0,246.0,478,8.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Maximilian Kompart,Exeter Uni,250.0,227.0,477,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew David,Bradford Uni,237.0,236.0,473,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Freddie Marshall,Bradford Uni,249.0,221.0,470,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Sam Spring,Bath Uni,228.0,241.0,469,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Philip Bramwell,Keele Uni,241.0,225.0,466,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Juntao Lai,London Uni,216.0,248.0,464,5.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Alex Clyne,Portsmouth Uni,228.0,234.0,462,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,David Richardson,Warwick Uni,212.0,238.0,450,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Todd Burlington,Exeter Uni,215.0,234.0,449,9.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Paul Fairclough,Central Lancs Uni,220.0,215.0,435,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Daniel Boulby,Imperial,208.0,226.0,434,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Matthew Peers,Loughborough Uni,227.0,206.0,433,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,James Jackson,Sussex Uni,175.0,177.0,352,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Alex Goldsack,Lancaster Uni,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Men,Jonas SkaÄkauskas,Brunel Uni,,,DNS,
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jaspreet Sagoo,East London Uni,285.0,286.0,571,35.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Rebecca Martin,Bristol Uni,285.0,280.0,565,31.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Pip Taylor,Derby Uni,277.0,282.0,559,26.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Rebekah Tipping,Birmingham Uni,273.0,282.0,555,29.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Sara Rubio,Southampton Uni,275.0,269.0,544,23.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Catherine Jackson,Birmingham Uni,271.0,269.0,540,22.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Johanna Meyer,Edinburgh Uni,269.0,269.0,538,18.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Lisa Kompfner,Edinburgh Uni,274.0,262.0,536,23.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Margaux Mesle,Liverpool Uni,267.0,263.0,530,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Neringa Siugzdinyte,Edinburgh Uni,265.0,264.0,529,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Lydia Sinnett-Smith,Nottingham Uni,254.0,274.0,528,16.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Caitlin McCarthy,Birmingham Uni,265.0,262.0,527,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Emma Davis,Warwick Uni,270.0,253.0,523,15.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Hannah Burnage,Warwick Uni,259.0,264.0,523,13.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Eleri Farr,Queen Mary Uni,270.0,249.0,519,21.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Jessie Slater,Leeds Beckett,267.0,251.0,518,11.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Emily Bryant,Sheffield Hallam Uni,255.0,261.0,516,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Harlie Mason,Central Lancs Uni,254.0,261.0,515,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Heather Flint,Newcastle Uni,254.0,260.0,514,12.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Elisa Gradwohl,Birmingham Uni,256.0,256.0,512,7.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Bertina Chan,London Uni,246.0,262.0,508,10.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Laura Hodgkinson,Lancaster Uni,253.0,254.0,507,14.0
2017,BUCS Indoors Finals 2017,WA 18m,Recurve Women,Charlotte Smith,Bradford Uni,250.0,255.0,505,11.0
