Year,Competition,0,1,2,3,4,5,6,7,8
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Alec Thomas,Cleve,,292.0,270.0,562,33.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Nick Hunter,Silver Arrow,50+,281.0,275.0,556,24.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Ben Haskins,Wallingford,,270.0,269.0,539,23.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Richard Carpenter,Cody,,268.0,264.0,532,28.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Phil Wortley,Wallingford,,257.0,261.0,518,16.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Andy Buchan,Wallingford,,255.0,258.0,513,12.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,256.0,252.0,508,11.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Ren McBain,Wallingford,,245.0,261.0,506,13.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,264.0,235.0,499,12.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Michael Burns,Wallingford,,245.0,252.0,497,10.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,245.0,245.0,490,10.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,243.0,244.0,487,7.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Jozsef Sutyor (Snr),Woking,,244.0,236.0,480,9.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,243.0,234.0,477,6.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,254.0,216.0,470,9.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,,237.0,215.0,452,4.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Alec Bowling,Wallingford,U15,212.0,228.0,440,5.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Barry Miller,Cody,50+,226.0,167.0,393,11.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Christopher Twin,Cody,,173.0,214.0,387,5.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Joel Nichols,Wallingford,U15,207.0,172.0,379,4.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,William Smith,Brent Valley,50+,,,DNS,
2026,Wallingford IS 5 2026,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,,,DNS,
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,290.0,276.0,566,35.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,264.0,260.0,524,13.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,268.0,256.0,524,12.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Alethea Russell,Wallingford,,261.0,256.0,517,15.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U18,263.0,249.0,512,13.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Erin King,Wallingford,,249.0,258.0,507,11.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U18,240.0,251.0,491,11.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,210.0,250.0,460,8.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U16,239.0,211.0,450,5.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Zoe Weston,Wallingford,U21,231.0,215.0,446,9.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,207.0,236.0,443,5.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Amelia Krupa,Wallingford,U18,202.0,225.0,427,3.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Zainab Master,Oakfield,,192.0,179.0,371,2.0
2026,Wallingford IS 5 2026,WA 18m,Recurve Women,Freya Miller,Cody,U18,179.0,143.0,322,1.0
2026,Wallingford IS 5 2026,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,286.0,283.0,569,29.0
2026,Wallingford IS 5 2026,WA 18m,Compound Men,Steve Griffiths,Medway,,276.0,271.0,547,16.0
2026,Wallingford IS 5 2026,WA 18m,Compound Men,Marc Christian,Laleham,50+,274.0,273.0,547,15.0
2026,Wallingford IS 5 2026,WA 18m,Compound Men,Luke Christian,Laleham,U16,262.0,259.0,521,7.0
2026,Wallingford IS 5 2026,WA 18m,Compound Women,Hannah Brown,Medway,50+,288.0,289.0,577,37.0
2026,Wallingford IS 5 2026,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,200.0,207.0,407,1.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Women,Teresa Shelly,Sway,50+,204.0,207.0,411,3.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Women,Kensi Christian,Laleham,U14,102.0,129.0,231,2.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Men,Paul Davis,Laleham,,247.0,255.0,502,15.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Men,Johan Henriksson,Laleham,,237.0,246.0,483,9.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Men,Harry Sterry,Laleham,U21,176.0,128.0,304,2.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Men,George Walker,Harlequin,U21,108.0,102.0,210,3.0
2026,Wallingford IS 5 2026,WA 18m,Barebow Men,Robert Edwards,South Oxon,,,,DNS,
