Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,269.0,277.0,546,22.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Chris Jordan,South Bucks,50+,261.0,261.0,522,14.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,254.0,267.0,521,14.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Mindaugas Sakalauskas,Oakfield,,274.0,244.0,518,19.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Samuel Walby,Warfield,,254.0,263.0,517,18.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,257.0,252.0,509,15.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Andy Buchan,Wallingford,,244.0,253.0,497,10.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,249.0,244.0,493,6.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Michael Burns,Wallingford,,245.0,244.0,489,10.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Barry Miller,Cody,50+,251.0,237.0,488,18.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,232.0,246.0,478,5.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,235.0,241.0,476,10.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Robert W Caldeira-Hankey,Cody,50+,237.0,234.0,471,11.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,,229.0,240.0,469,9.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,234.0,234.0,468,13.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Fran Dropik,Warfield,,225.0,236.0,461,3.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Keith Swanepoel,Warfield,50+,219.0,239.0,458,7.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Antony Wood,Oxford,,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Recurve Men,Mark Prewett,Great Rissington,,,,DNS,
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Imogen Sullivan-Bell,Archways,,282.0,282.0,564,29.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Julianna Ostrovska,Laleham,,267.0,280.0,547,24.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Rebekah Frost,Crowthorne,,275.0,269.0,544,23.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,264.0,274.0,538,14.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Erin King,Wallingford,U21,271.0,260.0,531,18.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,253.0,256.0,509,9.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U18,257.0,245.0,502,9.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,247.0,247.0,494,4.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U16,230.0,253.0,483,7.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U15,243.0,239.0,482,7.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Isobel Searing,Buscot Park,,245.0,233.0,478,12.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Zainab Master,Oakfield,,238.0,240.0,478,8.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Rebecca Neale,Wallingford,50+,242.0,225.0,467,7.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Hayley Wickens,Wallingford,50+,224.0,241.0,465,7.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Tanith Ridgway,Wallingford,,214.0,204.0,418,6.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,195.0,206.0,401,6.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Rachel Pollard,Wallingford,50+,191.0,193.0,384,3.0
2025,Wallingford IS 4 2025,WA 18m,Recurve Women,Freya Miller,Cody,U18,164.0,152.0,316,1.0
2025,Wallingford IS 4 2025,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,285.0,290.0,575,38.0
