Year,Competition,0,1,2,3,4,5,6,7,8
2025,COAS Indoors 2025,WA 18m,Recurve Men,Michael Judd,Mayflower,,287.0,292.0,579,40.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Tom Hall,Meriden,,282.0,287.0,569,34.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Antony Wood,Nuneaton,,281.0,283.0,564,30.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Owen Smith,Compton,U21,280.0,281.0,561,31.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Alec Thomas,Cleve,,281.0,280.0,561,30.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Nico Collard,Wallingford,,266.0,278.0,544,22.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Shane Pothunnah,Woking,,265.0,273.0,538,18.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jamie Watson,Clophill,,269.0,264.0,533,14.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Gavin Hayden,Supermarine,,251.0,279.0,530,21.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Richard Davis,AC Delco,,266.0,264.0,530,19.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Dean Woolfenden,Dearne Valley,,262.0,260.0,522,7.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Samuel Ball,Wallingford,U18,253.0,268.0,521,22.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Dan Johns,Harlequin,50+,255.0,265.0,520,18.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Michael Burns,Wallingford,,255.0,253.0,508,19.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Andy Buchan,Wallingford,,264.0,244.0,508,15.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jerry Mannagh,Warfield,50+,248.0,259.0,507,13.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Ben Haskins,Wallingford,,251.0,253.0,504,12.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jamie Staples,Brixham,50+,249.0,254.0,503,14.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Phil Wortley,Wallingford,,250.0,252.0,502,13.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,251.0,248.0,499,8.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jonathan Potts,Wallingford,,239.0,247.0,486,4.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Craig Burgess,AC Delco,,229.0,252.0,481,9.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,232.0,245.0,477,9.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,226.0,249.0,475,9.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Keith Swanepoel,Warfield,50+,241.0,233.0,474,13.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Jeremy Lui,Wallingford,U18,243.0,221.0,464,7.0
2025,COAS Indoors 2025,WA 18m,Recurve Men,Andrew Tilley,Sleaford Maltsters,,218.0,238.0,456,7.0
