Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Conor Hall,Bowbrook,,285.0,290.0,575,36.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Mindaugas Sakalauskas,Oakfield,,275.0,264.0,539,17.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,273.0,256.0,529,16.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,252.0,260.0,512,14.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,266.0,243.0,509,14.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,John Kelly,Warfield,50+,263.0,242.0,505,13.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Michael Burns,Wallingford,,240.0,257.0,497,9.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Barry Miller,Cody,50+,249.0,247.0,496,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Andy Buchan,Wallingford,,251.0,243.0,494,14.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,,255.0,238.0,493,11.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,245.0,244.0,489,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,250.0,231.0,481,17.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Robert W Caldeira-Hankey,Cody,50+,244.0,237.0,481,10.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Andy Climpson,Wallingford,50+,238.0,243.0,481,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Phil Wortley,Wallingford,,229.0,244.0,473,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Kevin Griffiths,Wallingford,50+,245.0,225.0,470,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Stephen Fidler,Buscot Park,50+,231.0,239.0,470,8.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Keith Swanepoel,Warfield,50+,227.0,217.0,444,10.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Fran Dropik,Warfield,,215.0,223.0,438,6.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,James Atkins,Southampton,,188.0,154.0,342,2.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Antony Wood,Oxford,,,,DNS,
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Samuel Walby,Warfield,,,,DNS,
2025,Wallingford IS 3 2025,WA 18m,Recurve Men,Mark Prewett,Great Rissington,,,,DNS,
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Eleanor Piper,Bowbrook,,285.0,294.0,579,43.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Imogen Sullivan-Bell,Archways,,290.0,288.0,578,39.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Imogen Sullivan-Bell,Archways,,278.0,285.0,563,30.0
2025,Wallingford IS 3 2025,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,266.0,266.0,532,16.0
