Year,Competition,0,1,2,3,4,5,6,7
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Freddie Crosby,Southampton Uni,271.0,276.0,547,27.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Alan Bannon,Imperial,270.0,261.0,531,17.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Min Seok Kim,Southampton Uni,252.0,272.0,524,12.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Simon Hake,Surrey Uni,261.0,258.0,519,12.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Nathan (John) Jones,Kent Uni,234.0,230.0,464,13.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Peter Reynolds,Brunel Uni,231.0,181.0,412,7.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Aryan Sharda,Surrey Uni,186.0,192.0,378,6.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Nethum Senaratne,Brunel Uni,139.0,135.0,274,3.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Ivan Chau,Brunel Uni,100.0,111.0,211,1.0
2025,SEAL Indoors 2025,WA 18m,Recurve Men,Neelesh Guptha Seemakurthi,Brunel Uni,47.0,74.0,121,1.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Fin Hamp,Surrey Uni,254.0,253.0,507,15.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Eliza Tully,Reading Uni,252.0,252.0,504,9.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Sophie Davies,Southampton Uni,247.0,253.0,500,16.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Simeng Li,Imperial,237.0,253.0,490,9.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Megan Hadley,Southampton Uni,247.0,239.0,486,11.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Megan Regensburger,Southampton Uni,215.0,245.0,460,6.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Alison Ebbels,Sussex Uni,217.0,211.0,428,4.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Mariia Ignatieva,Southampton Uni,194.0,217.0,411,6.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Kendra Liew,Surrey Uni,206.0,167.0,373,8.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Zahraa Abrahams,Queen Mary Uni,189.0,166.0,355,4.0
2025,SEAL Indoors 2025,WA 18m,Recurve Women,Martha Blackham,Reading Uni,127.0,97.0,224,4.0
2025,SEAL Indoors 2025,WA 18m,Compound Men,Aaron Deakin,Surrey Uni,271.0,279.0,550,16.0
2025,SEAL Indoors 2025,WA 18m,Compound Women,Lyra Ellwood,Southampton Uni,261.0,260.0,521,4.0
2025,SEAL Indoors 2025,WA 18m,Longbow Men,Lewis Freeman,Reading Uni,74.0,30.0,104,0.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Luka Gillingham,Surrey Uni,227.0,240.0,467,3.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Oscar Coleman,Kent Uni,183.0,187.0,370,7.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Dan Omar,Reading Uni,173.0,177.0,350,4.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Angus Young,Brighton Uni,153.0,174.0,327,5.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Yaw Grey-Mills,Kent Uni,76.0,96.0,172,0.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Ashley Jones,Reading Uni,85.0,68.0,153,2.0
2025,SEAL Indoors 2025,WA 18m,Barebow Men,Michael Dye,Sussex Uni,,,DNS,
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Alex Fraser,Brighton Uni,208.0,188.0,396,5.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Lucy Day,Reading Uni,190.0,201.0,391,4.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Niamh Baker,Royal Holloway,184.0,193.0,377,4.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Lily Smith,Kent Uni,165.0,170.0,335,1.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Daphne Edge,Sussex Uni,123.0,193.0,316,2.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Niamh Starnes,Brighton Uni,168.0,138.0,306,1.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,San Yin,Kent Uni,104.0,135.0,239,2.0
2025,SEAL Indoors 2025,WA 18m,Barebow Women,Yat Ching Lam,Queen Mary Uni,39.0,59.0,98,0.0
