Year,Competition,0,1,2,3,4,5,6,7,8
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Patrick Huston,Bowbrook,,290.0,296.0,586,48.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Nick Hunter,Silver Arrow,50+,276.0,281.0,557,31.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Stuart Walker,Harlequin,50+,266.0,261.0,527,18.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Andy Buchan,Wallingford,,249.0,270.0,519,17.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Michael Burns,Wallingford,,260.0,256.0,516,15.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Richard Carpenter,Cody,,253.0,261.0,514,11.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Jamie Pointer,Wallingford,,248.0,262.0,510,12.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Stephen McFadden,Wallingford,,248.0,256.0,504,10.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Mindaugas Sakalauskas,Howard,,256.0,245.0,501,11.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Robert Caldeira-Hankey,Cody,50+,253.0,244.0,497,11.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Sebastian Bojczuk,Harlequin,,249.0,240.0,489,9.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Phil Wortley,Wallingford,,227.0,257.0,484,10.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Ren McBain,Wallingford,,256.0,222.0,478,9.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Andrew Edwards,Andover,50+,236.0,207.0,443,9.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Alec Bowling,Wallingford,U14,220.0,223.0,443,7.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Fran Dropik,Warfield,,186.0,208.0,394,3.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Barry Miller,Cody,50+,163.0,199.0,362,3.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Anthony Dyboll,Cody,50+,175.0,184.0,359,2.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Men,Joel Nichols,Wallingford,U14,172.0,187.0,359,1.0
2025,Wallingford IS 1 2025,WA 18m,Compound Men,Ritchie Shorthouse,Compton,,287.0,284.0,571,31.0
2025,Wallingford IS 1 2025,WA 18m,Compound Men,Marc Christian,Laleham,50+,266.0,262.0,528,7.0
2025,Wallingford IS 1 2025,WA 18m,Compound Men,Steve Griffiths,Medway,,,,DNS,
2025,Wallingford IS 1 2025,WA 18m,Barebow Women,Teresa Shelly,Sway,50+,225.0,209.0,434,3.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Women,Nadine Parker,Laleham,50+,195.0,228.0,423,8.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Ella Caldeira-Hankey,Cody,,285.0,289.0,574,38.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Erin King,Wallingford,U21,266.0,262.0,528,17.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Rebekah Frost,Crowthorne,,254.0,258.0,512,12.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Jasmine Harris,Wallingford,U18,254.0,255.0,509,10.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Ellie Wortley,Wallingford,U15,234.0,267.0,501,14.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Charlotte Suet-Ching Chan,Wallingford,U18,244.0,243.0,487,11.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Charlie Wortley,Wallingford,U18,239.0,244.0,483,13.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Matilda Clayson,Wallingford,U16,242.0,229.0,471,11.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Katarzyna Grabalska,Harlequin,,226.0,228.0,454,6.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Alethea Russell,Wallingford,,243.0,193.0,436,6.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Amelia Krupa,Wallingford,U18,220.0,175.0,395,10.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Zoe Weston,Wallingford,U18,190.0,188.0,378,2.0
2025,Wallingford IS 1 2025,WA 18m,Recurve Women,Freya Miller,Cody,U18,74.0,67.0,141,1.0
2025,Wallingford IS 1 2025,WA 18m,Compound Women,Hannah Brown,Medway,,,,DNS,
2025,Wallingford IS 1 2025,WA 18m,Compound Women,Amelia Mae Griffiths,Wallingford,U21,,,DNS,
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Oliver Hicks,Lichfield,U21,284.0,285.0,569,31.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Robert Edwards,South Oxon,,240.0,238.0,478,11.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Paul Davis,Laleham,,225.0,232.0,457,7.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Luke Yates,Cleve,,230.0,222.0,452,7.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Johan Henriksson,Laleham,,193.0,209.0,402,4.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,Harry Sterry,Laleham,U18,108.0,124.0,232,3.0
2025,Wallingford IS 1 2025,WA 18m,Barebow Men,George Walker,Harlequin,U18,,,DNS,
